"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender","bike_share_for_all_trip"
640,"2019-02-28 18:52:45.0270","2019-02-28 19:03:25.7730",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,3454,"Subscriber",1979,"Male","No"
597,"2019-02-28 18:53:22.0950","2019-02-28 19:03:19.7310",81,"Berry St at 4th St",37.77588,-122.39317,130,"22nd St Caltrain Station",37.75728840784085,-122.39205121994019,6259,"Subscriber",1992,"Female","No"
485,"2019-02-28 18:55:12.9210","2019-02-28 19:03:18.6690",163,"Lake Merritt BART Station",37.7973195,-122.2653199,197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,2055,"Subscriber",1987,"Male","No"
74,"2019-02-28 19:02:01.0540","2019-02-28 19:03:15.5070",132,"24th St at Chattanooga St",37.7518194,-122.4266139,131,"22nd St at Dolores St",37.75500026037814,-122.42572769522668,5056,"Subscriber",1996,"Male","No"
533,"2019-02-28 18:54:20.3930","2019-02-28 19:03:14.2320",81,"Berry St at 4th St",37.77588,-122.39317,130,"22nd St Caltrain Station",37.75728840784085,-122.39205121994019,4967,"Customer",1990,"Male","No"
472,"2019-02-28 18:55:17.5300","2019-02-28 19:03:10.5260",176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,188,"Dover St at 57th St",37.8426295,-122.267738,6028,"Subscriber",1982,"Female","No"
576,"2019-02-28 18:53:18.6060","2019-02-28 19:02:55.5150",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,78,"Folsom St at 9th St",37.7737172,-122.4116467,6318,"Subscriber",1989,"Male","No"
970,"2019-02-28 18:46:30.9180","2019-02-28 19:02:40.9510",66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,475,"Subscriber","","","No"
526,"2019-02-28 18:53:54.7020","2019-02-28 19:02:40.7070",85,"Church St at Duboce Ave",37.7700831,-122.4291557,31,"Raymond Kimbell Playground",37.78381270927812,-122.43455886840819,5182,"Subscriber","","","No"
343,"2019-02-28 18:56:54.6560","2019-02-28 19:02:38.0470",104,"4th St at 16th St",37.76704457969368,-122.39083349704742,355,"23rd St at Tennessee St",37.755367132158526,-122.38879501819609,406,"Subscriber",1987,"Male","No"
892,"2019-02-28 18:47:36.3040","2019-02-28 19:02:28.8940",19,"Post St at Kearny St",37.788975,-122.403452,52,"McAllister St at Baker St",37.7774157,-122.4418376,5815,"Subscriber",1989,"Male","No"
431,"2019-02-28 18:55:06.4540","2019-02-28 19:02:18.4070",7,"Frank H Ogawa Plaza",37.8045623549303,-122.27173805236816,233,"4th Ave at E 12th St (Temporary Location)",37.795913,-122.255547,5982,"Subscriber",1991,"Female","Yes"
453,"2019-02-28 18:54:39.8490","2019-02-28 19:02:13.5280",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,321,"5th St at Folsom",37.78014570345598,-122.40307085237873,6337,"Subscriber",1987,"Male","No"
679,"2019-02-28 18:50:52.7720","2019-02-28 19:02:12.6810",312,"San Jose Diridon Station",37.329732,-121.901782,304,"Jackson St at 5th St",37.3487586867448,-121.89479783177376,5735,"Subscriber",1983,"Male","No"
1170,"2019-02-28 18:42:39.9940","2019-02-28 19:02:10.2130",88,"11th St at Bryant St",37.7700298,-122.4117258,142,"Guerrero Park",37.745738796183325,-122.42214024066925,3595,"Subscriber",1978,"Male","No"
983,"2019-02-28 18:45:42.1520","2019-02-28 19:02:05.7060",363,"Salesforce Transit Center (Natoma St at 2nd St)",37.78749210438603,-122.3982846736908,115,"Jackson Playground",37.7650259,-122.3987734,2915,"Subscriber",1993,"Male","No"
683,"2019-02-28 18:50:33.5510","2019-02-28 19:01:56.6600",81,"Berry St at 4th St",37.77588,-122.39317,16,"Steuart St at Market St",37.79413,-122.39443,3370,"Subscriber",1986,"Male","No"
1355,"2019-02-28 18:39:16.3240","2019-02-28 19:01:52.1810",139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,39,"Scott St at Golden Gate Ave",37.7789994,-122.4368608,5035,"Customer","","","No"
872,"2019-02-28 18:47:13.1290","2019-02-28 19:01:45.2980",58,"Market St at 10th St",37.776619,-122.417385,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,1502,"Subscriber",1969,"Male","No"
114,"2019-02-28 18:59:47.7720","2019-02-28 19:01:42.5460",158,"Shattuck Ave at Telegraph Ave",37.8332786,-122.2634901,209,"45th St at MLK Jr Way",37.8335577,-122.2674183,1945,"Subscriber",1990,"Female","No"
945,"2019-02-28 18:45:46.5860","2019-02-28 19:01:32.2430",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,95,"Sanchez St at 15th St",37.7662185,-122.4310597,5558,"Customer",1991,"Male","No"
1832,"2019-02-28 18:30:56.6620","2019-02-28 19:01:29.1630",175,"49th St at Telegraph Ave",37.8359455,-122.2623663,175,"49th St at Telegraph Ave",37.8359455,-122.2623663,6069,"Customer",1996,"Female","No"
415,"2019-02-28 18:54:32.1310","2019-02-28 19:01:27.3560",100,"Bryant St at 15th St",37.7671004,-122.410662,58,"Market St at 10th St",37.776619,-122.417385,4749,"Subscriber",1986,"Male","No"
384,"2019-02-28 18:55:02.8670","2019-02-28 19:01:26.9930",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,343,"Bryant St at 2nd St",37.783171989315306,-122.39357203245163,6234,"Subscriber",1992,"Male","No"
812,"2019-02-28 18:47:53.9930","2019-02-28 19:01:26.8770",22,"Howard St at Beale St",37.789756,-122.394643,368,"Myrtle St at Polk St",37.78543382786823,-122.41962164640428,4427,"Subscriber",1994,"Male","No"
888,"2019-02-28 18:46:38.4110","2019-02-28 19:01:26.6170",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,58,"Market St at 10th St",37.776619,-122.417385,5964,"Customer",1984,"Male","No"
693,"2019-02-28 18:49:51.5170","2019-02-28 19:01:24.6900",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,4944,"Subscriber",1984,"Male","No"
231,"2019-02-28 18:57:32.5750","2019-02-28 19:01:23.6970",245,"Downtown Berkeley BART",37.870139,-122.268422,238,"MLK Jr Way at University Ave",37.8717192,-122.2730677,5251,"Subscriber",1989,"Male","No"
262,"2019-02-28 18:56:59.6280","2019-02-28 19:01:22.6050",55,"Webster St at Grove St",37.7770527,-122.4295585,31,"Raymond Kimbell Playground",37.78381270927812,-122.43455886840819,5010,"Subscriber",1981,"Male","No"
484,"2019-02-28 18:53:15.9240","2019-02-28 19:01:20.7900",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,23,"The Embarcadero at Steuart St",37.791464,-122.391034,6313,"Subscriber",1992,"Male","No"
742,"2019-02-28 18:48:57.0870","2019-02-28 19:01:19.3800",80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,58,"Market St at 10th St",37.776619,-122.417385,6129,"Subscriber",2000,"Female","No"
576,"2019-02-28 18:51:39.2430","2019-02-28 19:01:15.9010",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,58,"Market St at 10th St",37.776619,-122.417385,5533,"Subscriber",1998,"Male","No"
281,"2019-02-28 18:56:30.4370","2019-02-28 19:01:11.9860",356,"Valencia St at Clinton Park",37.769188178104585,-122.42228507995605,95,"Sanchez St at 15th St",37.7662185,-122.4310597,5145,"Subscriber",1985,"Male","No"
626,"2019-02-28 18:50:44.1000","2019-02-28 19:01:10.3560",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,13,"Commercial St at Montgomery St",37.794231,-122.402923,5168,"Subscriber",1989,"Male","No"
465,"2019-02-28 18:53:19.7300","2019-02-28 19:01:05.5870",66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2330,"Subscriber",1993,"Male","No"
702,"2019-02-28 18:49:22.1640","2019-02-28 19:01:04.9670",79,"7th St at Brannan St",37.7734919,-122.4036725,120,"Mission Dolores Park",37.7614205,-122.4264353,6077,"Subscriber",1994,"Male","No"
636,"2019-02-28 18:50:23.4250","2019-02-28 19:00:59.9860",81,"Berry St at 4th St",37.77588,-122.39317,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,6446,"Subscriber",1995,"Male","No"
468,"2019-02-28 18:53:09.9270","2019-02-28 19:00:57.9300",66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2032,"Subscriber",1991,"Male","No"
318,"2019-02-28 18:55:36.9230","2019-02-28 19:00:55.1720",163,"Lake Merritt BART Station",37.7973195,-122.2653199,200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,1209,"Subscriber",1986,"Female","No"
241,"2019-02-28 18:56:49.2960","2019-02-28 19:00:50.9670",248,"Telegraph Ave at Ashby Ave",37.8559558,-122.2597949,269,"Telegraph Ave at Carleton St",37.8623199,-122.258801,795,"Subscriber",1986,"Male","No"
365,"2019-02-28 18:54:42.1760","2019-02-28 19:00:47.8990",90,"Townsend St at 7th St",37.771058,-122.402717,66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,6551,"Subscriber",1986,"Female","No"
281,"2019-02-28 18:56:03.0630","2019-02-28 19:00:44.1670",160,"West Oakland BART Station",37.8053183,-122.2948365,231,"14th St at Filbert St",37.80874983465997,-122.28328227996825,5780,"Subscriber",1993,"Male","No"
880,"2019-02-28 18:46:03.6170","2019-02-28 19:00:44.0850",311,"Paseo De San Antonio at 2nd St",37.333798,-121.886943,296,"5th St at Virginia St",37.3259984,-121.87712,5748,"Subscriber",1993,"Female","Yes"
277,"2019-02-28 18:55:58.7070","2019-02-28 19:00:36.1610",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,58,"Market St at 10th St",37.776619,-122.417385,4803,"Subscriber",1998,"Male","No"
1138,"2019-02-28 18:41:23.8310","2019-02-28 19:00:22.3990",187,"Jack London Square",37.796248,-122.279352,315,"Market St at 45th St",37.834174,-122.272968,4523,"Subscriber",1964,"Other","No"
339,"2019-02-28 18:54:33.7350","2019-02-28 19:00:12.8230",78,"Folsom St at 9th St",37.7737172,-122.4116467,47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,5282,"Subscriber",1989,"Female","No"
338,"2019-02-28 18:54:25.5650","2019-02-28 19:00:03.6390",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,6320,"Customer",1993,"Male","No"
191,"2019-02-28 18:56:51.9220","2019-02-28 19:00:03.5830",50,"2nd St at Townsend St",37.780526,-122.390288,80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,6246,"Subscriber",1996,"Male","No"
360,"2019-02-28 18:53:54.8460","2019-02-28 18:59:55.8210",280,"San Fernando St at 7th St",37.3371223728942,-121.88321471214294,296,"5th St at Virginia St",37.3259984,-121.87712,3967,"Subscriber",1996,"Female","Yes"
417,"2019-02-28 18:52:57.6230","2019-02-28 18:59:54.9530",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,121,"Mission Playground",37.7592103,-122.4213392,6560,"Subscriber",1988,"Male","No"
176,"2019-02-28 18:56:55.2700","2019-02-28 18:59:52.1950",98,"Valencia St at 16th St",37.765052,-122.4218661,76,"McCoppin St at Valencia St",37.77166246221617,-122.42242321372034,6314,"Subscriber",1964,"Male","No"
323,"2019-02-28 18:54:27.1020","2019-02-28 18:59:50.9520",26,"1st St at Folsom St",37.78729,-122.39438,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,5870,"Subscriber",1980,"Female","No"
395,"2019-02-28 18:53:14.3350","2019-02-28 18:59:49.5160",280,"San Fernando St at 7th St",37.3371223728942,-121.88321471214294,296,"5th St at Virginia St",37.3259984,-121.87712,4228,"Subscriber",1995,"Male","Yes"
155,"2019-02-28 18:57:13.5540","2019-02-28 18:59:49.3540",258,"University Ave at Oxford St",37.8723555,-122.2664467,238,"MLK Jr Way at University Ave",37.8717192,-122.2730677,4789,"Subscriber",1979,"Male","No"
382,"2019-02-28 18:53:20.4560","2019-02-28 18:59:43.1480",86,"Market St at Dolores St",37.7693053,-122.4268256,71,"Broderick St at Oak St",37.7730627,-122.4390777,5286,"Subscriber",1989,"Male","No"
1224,"2019-02-28 18:39:14.9270","2019-02-28 18:59:39.5140",383,"Golden Gate Ave at Franklin St",37.7807871267462,-122.4219337105751,27,"Beale St at Harrison St",37.7880593,-122.3918648,5318,"Subscriber",1997,"Male","No"
235,"2019-02-28 18:55:42.6190","2019-02-28 18:59:38.0450",17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,4832,"Subscriber",1960,"Male","No"
393,"2019-02-28 18:53:03.2560","2019-02-28 18:59:37.0700",13,"Commercial St at Montgomery St",37.794231,-122.402923,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,4409,"Subscriber",1983,"Male","No"
316,"2019-02-28 18:54:12.5880","2019-02-28 18:59:29.2690",120,"Mission Dolores Park",37.7614205,-122.4264353,134,"Valencia St at 24th St",37.7524278,-122.4206278,6482,"Subscriber",1978,"Male","No"
790,"2019-02-28 18:46:15.5620","2019-02-28 18:59:25.6650",17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,58,"Market St at 10th St",37.776619,-122.417385,4733,"Subscriber",1974,"Male","No"
1239,"2019-02-28 18:38:45.1080","2019-02-28 18:59:24.8600",285,"Webster St at O'Farrell St",37.78352083526095,-122.43115782737732,70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,6333,"Customer",1995,"Male","No"
216,"2019-02-28 18:55:47.1560","2019-02-28 18:59:23.9650",244,"Shattuck Ave at Hearst Ave",37.87367621459825,-122.26848721504211,247,"Fulton St at Bancroft Way",37.8677892,-122.2658964,5072,"Subscriber",1999,"Male","No"
315,"2019-02-28 18:54:08.2650","2019-02-28 18:59:23.8420",345,"Hubbell St at 16th St",37.766482696439496,-122.39827930927277,336,"Potrero Ave and Mariposa St",37.76328094058097,-122.4073773622513,6492,"Subscriber","","","No"
620,"2019-02-28 18:48:52.9100","2019-02-28 18:59:12.9670",321,"5th St at Folsom",37.78014570345598,-122.40307085237873,58,"Market St at 10th St",37.776619,-122.417385,6327,"Subscriber",1990,"Male","No"
826,"2019-02-28 18:45:25.3680","2019-02-28 18:59:11.9510",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,74,"Laguna St at Hayes St",37.776434819204745,-122.42624402046204,5530,"Subscriber",1990,"Male","No"
632,"2019-02-28 18:48:30.4750","2019-02-28 18:59:03.1160",47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,126,"Esprit Park",37.7616343,-122.3906477,1475,"Subscriber",1980,"Other","No"
781,"2019-02-28 18:45:53.2270","2019-02-28 18:58:54.3520",139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,86,"Market St at Dolores St",37.7693053,-122.4268256,6195,"Subscriber",1984,"Female","No"
117,"2019-02-28 18:56:37.0010","2019-02-28 18:58:34.3410",240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,4512,"Subscriber",1995,"Male","Yes"
347,"2019-02-28 18:52:44.9110","2019-02-28 18:58:31.9380",89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,5400,"Subscriber",1991,"Female","No"
759,"2019-02-28 18:45:40.1520","2019-02-28 18:58:19.6490",22,"Howard St at Beale St",37.789756,-122.394643,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,5335,"Customer",1995,"Male","No"
632,"2019-02-28 18:47:46.4580","2019-02-28 18:58:18.5340",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,127,"Valencia St at 21st St",37.7567083,-122.421025,5275,"Subscriber",1982,"Male","No"
589,"2019-02-28 18:48:23.1650","2019-02-28 18:58:13.0140",240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,263,"Channing Way at San Pablo Ave",37.8628271,-122.2902305,4543,"Subscriber",1989,"Male","No"
1028,"2019-02-28 18:41:02.4150","2019-02-28 18:58:10.6960",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,129,"Harrison St at 20th St",37.758862,-122.412544,5276,"Subscriber",1984,"Female","No"
200,"2019-02-28 18:54:47.4860","2019-02-28 18:58:07.9060",163,"Lake Merritt BART Station",37.7973195,-122.2653199,186,"Lakeside Dr at 14th St",37.8013189,-122.2626418,3550,"Subscriber",1982,"Male","No"
377,"2019-02-28 18:51:49.1260","2019-02-28 18:58:07.0250",160,"West Oakland BART Station",37.8053183,-122.2948365,219,"Marston Campbell Park",37.8098236,-122.2801923,6032,"Subscriber",1984,"Male","No"
514,"2019-02-28 18:49:32.6550","2019-02-28 18:58:06.9290",277,"Morrison Ave at Julian St",37.3336577,-121.9085859,291,"Autumn Parkway at Coleman Ave",37.3413348,-121.9031829,970,"Subscriber",1995,"Male","Yes"
244,"2019-02-28 18:54:00.0640","2019-02-28 18:58:04.3100",43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,4874,"Subscriber",1995,"Male","No"
509,"2019-02-28 18:49:29.9410","2019-02-28 18:57:59.7650",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,61,"Howard St at 8th St",37.7765126,-122.4113061,220,"Subscriber",1965,"Male","No"
642,"2019-02-28 18:47:16.9460","2019-02-28 18:57:59.1030",58,"Market St at 10th St",37.776619,-122.417385,107,"17th St at Dolores St",37.7630152,-122.4264968,5113,"Subscriber",1983,"Male","No"
530,"2019-02-28 18:49:07.4890","2019-02-28 18:57:58.3390",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,4656,"Subscriber",1966,"Male","No"
383,"2019-02-28 18:51:30.9640","2019-02-28 18:57:54.0410",97,"14th St at Mission St",37.7682646,-122.4201102,122,"19th St at Mission St",37.760299,-122.418892,5909,"Customer",1985,"Male","No"
541,"2019-02-28 18:48:51.7280","2019-02-28 18:57:53.5090",16,"Steuart St at Market St",37.79413,-122.39443,364,"China Basin St at 3rd St",37.7719996,-122.3899698,4835,"Subscriber",1987,"Male","No"
315,"2019-02-28 18:52:37.7890","2019-02-28 18:57:52.8110",268,"Ellsworth St at Russell St",37.85749021457153,-122.26157784461977,247,"Fulton St at Bancroft Way",37.8677892,-122.2658964,6002,"Subscriber",1992,"Female","No"
1069,"2019-02-28 18:39:58.7280","2019-02-28 18:57:48.0510",176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,207,"Broadway at Coronado Ave",37.8357883,-122.2516207,6000,"Subscriber",1985,"Other","No"
480,"2019-02-28 18:49:47.3270","2019-02-28 18:57:47.3880",245,"Downtown Berkeley BART",37.870139,-122.268422,266,"Parker St at Fulton St",37.8624644,-122.2647911,5896,"Subscriber",1988,"Male","No"
514,"2019-02-28 18:49:12.8970","2019-02-28 18:57:47.0200",277,"Morrison Ave at Julian St",37.3336577,-121.9085859,291,"Autumn Parkway at Coleman Ave",37.3413348,-121.9031829,6613,"Subscriber",1996,"Male","Yes"
338,"2019-02-28 18:52:05.7740","2019-02-28 18:57:44.4400",80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,50,"2nd St at Townsend St",37.780526,-122.390288,1949,"Subscriber",1976,"Male","No"
318,"2019-02-28 18:52:25.0210","2019-02-28 18:57:43.9890",340,"Harmon St at Adeline St",37.849735,-122.270582,173,"Shattuck Ave at 55th St",37.8403643,-122.2644881,5787,"Subscriber",1990,"Female","No"
532,"2019-02-28 18:48:49.5530","2019-02-28 18:57:41.7150",277,"Morrison Ave at Julian St",37.3336577,-121.9085859,291,"Autumn Parkway at Coleman Ave",37.3413348,-121.9031829,3928,"Subscriber",1995,"Male","Yes"
688,"2019-02-28 18:46:07.1120","2019-02-28 18:57:36.0050",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,73,"Pierce St at Haight St",37.7717933,-122.4337079,4996,"Customer",1963,"Male","No"
264,"2019-02-28 18:53:02.6960","2019-02-28 18:57:27.1440",172,"College Ave at Taft Ave",37.8417999,-122.2515349,210,"45th St at Manila",37.8332935222321,-122.25622415542603,5088,"Subscriber",1975,"Male","No"
342,"2019-02-28 18:51:32.9460","2019-02-28 18:57:15.1790",72,"Page St at Scott St",37.772406,-122.4356498,86,"Market St at Dolores St",37.7693053,-122.4268256,1683,"Subscriber",1958,"Male","No"
202,"2019-02-28 18:53:50.7470","2019-02-28 18:57:13.6180",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,64,"5th St at Brannan St",37.7767539,-122.3990176,4997,"Subscriber",1990,"Male","No"
405,"2019-02-28 18:50:27.3300","2019-02-28 18:57:12.3870",312,"San Jose Diridon Station",37.329732,-121.901782,305,"Ryland Park",37.342725,-121.895617,6612,"Subscriber",1988,"Male","No"
691,"2019-02-28 18:45:39.5400","2019-02-28 18:57:11.0290",241,"Ashby BART Station",37.8524766,-122.2702132,263,"Channing Way at San Pablo Ave",37.8628271,-122.2902305,2482,"Subscriber",1978,"Male","No"
863,"2019-02-28 18:42:40.9610","2019-02-28 18:57:04.8850",130,"22nd St Caltrain Station",37.75728840784085,-122.39205121994019,146,"30th St at San Jose Ave",37.7423139,-122.4231805,5374,"Subscriber",1973,"Male","No"
556,"2019-02-28 18:47:46.1620","2019-02-28 18:57:02.7240",181,"Grand Ave at Webster St",37.8113768,-122.2651925,215,"34th St at Telegraph Ave",37.8225475,-122.2663179,474,"Subscriber",1962,"Female","No"
308,"2019-02-28 18:51:50.1140","2019-02-28 18:56:58.6240",340,"Harmon St at Adeline St",37.849735,-122.270582,173,"Shattuck Ave at 55th St",37.8403643,-122.2644881,5078,"Subscriber",1990,"Male","No"
964,"2019-02-28 18:40:50.2730","2019-02-28 18:56:54.8850",34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,5364,"Subscriber",1974,"Male","Yes"
1139,"2019-02-28 18:37:53.9800","2019-02-28 18:56:53.4700",58,"Market St at 10th St",37.776619,-122.417385,132,"24th St at Chattanooga St",37.7518194,-122.4266139,5442,"Subscriber",1989,"Female","No"
658,"2019-02-28 18:45:51.8930","2019-02-28 18:56:50.5260",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,42,"San Francisco City Hall (Polk St at Grove St)",37.77865,-122.41823,6101,"Subscriber",1994,"Male","No"
1011,"2019-02-28 18:39:53.3640","2019-02-28 18:56:45.2180",154,"Doyle St at 59th St",37.8419238,-122.2880451,249,"Russell St at College Ave",37.8584732,-122.2532529,5877,"Subscriber",1985,"Male","No"
576,"2019-02-28 18:46:50.0690","2019-02-28 18:56:26.5400",116,"Mississippi St at 17th St",37.7648022,-122.3947713,223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,6463,"Subscriber",1991,"Male","No"
691,"2019-02-28 18:44:54.3770","2019-02-28 18:56:25.4100",36,"Folsom St at 3rd St",37.78383,-122.39887,58,"Market St at 10th St",37.776619,-122.417385,6497,"Subscriber",1995,"Male","No"
264,"2019-02-28 18:51:58.7230","2019-02-28 18:56:23.2580",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,256,"Hearst Ave at Euclid Ave",37.875111692864444,-122.26055324077606,117,"Subscriber",1997,"Male","No"
195,"2019-02-28 18:53:00.9720","2019-02-28 18:56:16.3160",47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,377,"Subscriber",1975,"Male","No"
269,"2019-02-28 18:51:42.6020","2019-02-28 18:56:11.9240",245,"Downtown Berkeley BART",37.870139,-122.268422,238,"MLK Jr Way at University Ave",37.8717192,-122.2730677,1785,"Customer",1975,"Male","No"
286,"2019-02-28 18:51:24.6880","2019-02-28 18:56:11.4410",182,"19th Street BART Station",37.8090126,-122.2682473,164,"Isabella St at San Pablo Ave",37.814988230424156,-122.27484405040741,6467,"Subscriber",1988,"Female","No"
231,"2019-02-28 18:52:18.7460","2019-02-28 18:56:09.9590",77,"11th St at Natoma St",37.7735069,-122.4160402,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,1916,"Subscriber",1980,"Male","No"
239,"2019-02-28 18:52:07.9880","2019-02-28 18:56:07.3090",296,"5th St at Virginia St",37.3259984,-121.87712,317,"San Salvador St at 9th St",37.333955,-121.877349,4014,"Subscriber",1996,"Male","Yes"
306,"2019-02-28 18:51:00.2940","2019-02-28 18:56:06.6760",312,"San Jose Diridon Station",37.329732,-121.901782,277,"Morrison Ave at Julian St",37.3336577,-121.9085859,5732,"Subscriber",1988,"Female","No"
405,"2019-02-28 18:49:18.1690","2019-02-28 18:56:03.5690",245,"Downtown Berkeley BART",37.870139,-122.268422,240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,5803,"Subscriber",1980,"Male","No"
390,"2019-02-28 18:49:31.4540","2019-02-28 18:56:02.3260",113,"Franklin Square",37.764555,-122.410345,121,"Mission Playground",37.7592103,-122.4213392,5875,"Customer",1975,"Male","No"
178,"2019-02-28 18:53:01.0160","2019-02-28 18:55:59.5960",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,247,"Fulton St at Bancroft Way",37.8677892,-122.2658964,1425,"Subscriber",1997,"Male","Yes"
329,"2019-02-28 18:50:23.9160","2019-02-28 18:55:52.9470",116,"Mississippi St at 17th St",37.7648022,-122.3947713,110,"17th & Folsom Street Park (17th St at Folsom St)",37.7637085,-122.4152042,6533,"Subscriber",1978,"Male","No"
956,"2019-02-28 18:39:50.1930","2019-02-28 18:55:47.0850",81,"Berry St at 4th St",37.77588,-122.39317,108,"16th St Mission BART",37.76471008581914,-122.41995692253113,6088,"Customer",1988,"Male","No"
835,"2019-02-28 18:41:45.2900","2019-02-28 18:55:41.0390",58,"Market St at 10th St",37.776619,-122.417385,50,"2nd St at Townsend St",37.780526,-122.390288,6225,"Subscriber",1998,"Male","No"
1127,"2019-02-28 18:36:38.3310","2019-02-28 18:55:26.2580",377,"Fell St at Stanyan St",37.771916882623145,-122.45370447635652,133,"Valencia St at 22nd St",37.7552126,-122.4209752,4361,"Subscriber",1969,"Male","No"
846,"2019-02-28 18:41:14.1280","2019-02-28 18:55:21.1240",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,115,"Jackson Playground",37.7650259,-122.3987734,5847,"Subscriber",1989,"Male","No"
205,"2019-02-28 18:51:47.4750","2019-02-28 18:55:12.7310",182,"19th Street BART Station",37.8090126,-122.2682473,179,"Telegraph Ave at 27th St",37.816073115011406,-122.26788640022278,5657,"Subscriber",1983,"Female","No"
397,"2019-02-28 18:48:33.9110","2019-02-28 18:55:10.9430",80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,350,"8th St at Brannan St",37.771431362921085,-122.40578681230545,263,"Subscriber",1982,"Male","No"
